subject,relation,object,subject_type,object_type
Class 1A contributions,provide,benefit entitlement,NOUN_CHUNK,NOUN_CHUNK
employer,introduced on,tax liabilities,NOUN_CHUNK,NOUN_CHUNK
benefit component,comprises,number,NOUN_CHUNK,NOUN_CHUNK
problems,was,widespread media coverage,NOUN_CHUNK,NOUN_CHUNK
Examples,include,acquired conditions,NOUN_CHUNK,NOUN_CHUNK
Nephrology,requires,additional training,NOUN_CHUNK,NOUN_CHUNK
Nephrologists,provide,care,PERSON,NOUN_CHUNK
Nephrology training,includes,completion,NOUN_CHUNK,NOUN_CHUNK
Consultants,practice,nephrology,NOUN_CHUNK,NOUN_CHUNK
medical school adult nephrologists,complete,year residency,NOUN_CHUNK,NOUN_CHUNK
pediatric nephrologist,complete,year pediatric residency,NOUN_CHUNK,NOUN_CHUNK
nephrologists,need,two to three years,NOUN_CHUNK,DATE
history,includes,present illness,NOUN_CHUNK,NOUN_CHUNK
physical examination,includes,assessment,NOUN_CHUNK,NOUN_CHUNK
Examination,allows,direct assessment,NOUN_CHUNK,NOUN_CHUNK
invasive testing,provide,certain diagnosis,NOUN_CHUNK,NOUN_CHUNK
Treatments,include,medications,NOUN_CHUNK,NOUN_CHUNK
Impaired kidney function,has,systemic effects,NOUN_CHUNK,NOUN_CHUNK
Jean Hamburger,founded,the 'Société de Néphrologie',PERSON,ORG
The American Kidney Fund,provides,financial support,ORG,NOUN_CHUNK
second blood screen,refines,risk,NOUN_CHUNK,NOUN_CHUNK
fasting glucose,suggests,gestational diabetes,NOUN_CHUNK,NOUN_CHUNK
normal gestation,reveal,gestational sac,NOUN_CHUNK,NOUN_CHUNK
fetus,associated with,surfactant,NOUN_CHUNK,NOUN_CHUNK
Risks,include,miscarriage,NOUN_CHUNK,NOUN_CHUNK
Lupus,confers,increased rate,NOUN_CHUNK,NOUN_CHUNK
Thyroid disease,cause,adverse effects,NOUN_CHUNK,NOUN_CHUNK
Women,develop,pre - eclampsia following delivery,NOUN_CHUNK,NOUN_CHUNK
Skilled midwives,managed,aspects,NOUN_CHUNK,NOUN_CHUNK
introduction,took,place,NOUN_CHUNK,NOUN_CHUNK
midwives,opposed,involvement,NOUN_CHUNK,NOUN_CHUNK
The 19th century,marked,era,DATE,NOUN_CHUNK
1880s mortality rates,reach,unacceptably high levels,NOUN_CHUNK,NOUN_CHUNK
James Marion Sims,have,controversial medical past,PERSON,NOUN_CHUNK
James Marion Sims,practiced,James Marion Sims surgical skills,PERSON,ORG
Women,inhabited,different roles,NOUN_CHUNK,NOUN_CHUNK
Experienced OB GYN professionals,seek,certifications,NOUN_CHUNK,NOUN_CHUNK
portion,takes,five years,NOUN_CHUNK,DATE
Experienced OB-GYN professionals,complete,years,ORG,NOUN_CHUNK
type,has,99 % success rate,NOUN_CHUNK,NOUN_CHUNK
Occupational physicians,have,broad knowledge,NOUN_CHUNK,NOUN_CHUNK
Occupational physicians,advise,international bodies,NOUN_CHUNK,NOUN_CHUNK
neurosurgeon training,requires,minimum period,NOUN_CHUNK,NOUN_CHUNK
neurosurgeon,complete,four years,NOUN_CHUNK,DATE
residency programs,have,component,NOUN_CHUNK,NOUN_CHUNK
Neurosurgeons,pursue,additional training,NOUN_CHUNK,NOUN_CHUNK
fellowships,include,pediatric neurosurgery,NOUN_CHUNK,NOUN_CHUNK
students,gain,entry,NOUN_CHUNK,NOUN_CHUNK
MBBS qualification,takes,four to six years,NOUN_CHUNK,DATE
Al-Zahrawi,performed,surgical treatments,PERSON,NOUN_CHUNK
Richard Canton,discovered,electrical signals,PERSON,NOUN_CHUNK
researcher Philip Kennedy,implanted,Brain Computer Interface,NOUN_CHUNK,NOUN_CHUNK
Modern neurosurgical tools,include,chisels,NOUN_CHUNK,NOUN_CHUNK
The World Federation of Neurosurgical Societies,has,consultative status,ORG,NOUN_CHUNK
General neurosurgery,involves,neurosurgical conditions,NOUN_CHUNK,NOUN_CHUNK
level 1 hospitals,have,kind,NOUN_CHUNK,NOUN_CHUNK
Common tissue samples,include,muscle fibers,NOUN_CHUNK,NOUN_CHUNK
Neuroradiology methods,include,computer assisted imaging computed tomography,NOUN_CHUNK,NOUN_CHUNK
Minimally invasive spine surgery,utilizes,microscopes,NOUN_CHUNK,NOUN_CHUNK
Endovascular surgical neuroradiology,utilize,endovascular image guided procedures,NOUN_CHUNK,NOUN_CHUNK
indications,include,spinal cord compression,NOUN_CHUNK,NOUN_CHUNK
patients,have,difficulty,NOUN_CHUNK,NOUN_CHUNK
Radiology,assisted,spine surgery,NOUN_CHUNK,NOUN_CHUNK
Radiology,include,techniques,NOUN_CHUNK,NOUN_CHUNK
Potentially unstable spines,need,spine fusions,NOUN_CHUNK,NOUN_CHUNK
procedures,include,complex instrumentation,NOUN_CHUNK,NOUN_CHUNK
Gabapentin,decrease,vomiting,NOUN_CHUNK,NOUN_CHUNK
credentials,include,degree,NOUN_CHUNK,NOUN_CHUNK
Residency training programs,require,year internship,NOUN_CHUNK,NOUN_CHUNK
Aristotle,advanced,ideas,PERSON,NOUN_CHUNK
Aristotle,put forth,existence,PERSON,NOUN_CHUNK
Rufus,recognised,modern concept,PERSON,NOUN_CHUNK
Celsus,gave,detailed description,NOUN_CHUNK,NOUN_CHUNK
Rufus,remedied,mistaken descriptions,PERSON,NOUN_CHUNK
Rufus,counted,seven optical muscles,PERSON,CARDINAL
Leeuwenhoek,noted,existence,PERSON,NOUN_CHUNK
Jacques Daviel,advocated,new treatment,PERSON,NOUN_CHUNK
Clinical developments,established,site,NOUN_CHUNK,NOUN_CHUNK
ophthalmologist Albrecht von Graefe,considered,iridectomy,NOUN_CHUNK,NOUN_CHUNK
representative leader,built,modern clinic,NOUN_CHUNK,NOUN_CHUNK
Igersheimer,conducted,experiments,ORG,NOUN_CHUNK
representative leader,performed,successful treatment,NOUN_CHUNK,NOUN_CHUNK
ophthalmologists,undergo,additional specialized training,NOUN_CHUNK,NOUN_CHUNK
structured training system,takes,place,NOUN_CHUNK,NOUN_CHUNK
graduating ophthalmologist,pass,oral written portions,NOUN_CHUNK,NOUN_CHUNK
work experience,refines,skills,NOUN_CHUNK,NOUN_CHUNK
Nepalese citizens,study,subject,NOUN_CHUNK,NOUN_CHUNK
Total postgraduate training,involves,an intern year,NOUN_CHUNK,DATE
Clinical training,takes,place,NOUN_CHUNK,NOUN_CHUNK
King Edward Medical University,started,degree program,ORG,NOUN_CHUNK
PAO,regulates,ophthalmology residency programs,ORG,NOUN_CHUNK
three colleges,grant,postgraduate degrees,CARDINAL,NOUN_CHUNK
ophthalmologists,complete,four years,NOUN_CHUNK,DATE
Theodor Leber,discovered,Leber's congenital amaurosis,PERSON,PERSON
Ignacio Barraquer,invented,motorized vacuum instrument,PERSON,NOUN_CHUNK
Spain,founded,the Barraquer Clinic,NOUN_CHUNK,ORG
father,was,lamellar techniques,NOUN_CHUNK,NOUN_CHUNK
Tadeusz Krwawicz,developed,cryoprobe,PERSON,NOUN_CHUNK
Ioannis Pallikaris,performed,laser assisted intrastromal keratomileusis LASIK surgery,PERSON,NOUN_CHUNK
neurosurgeon training,requires,minimum period,NOUN_CHUNK,NOUN_CHUNK
neurosurgeon,complete,four years,NOUN_CHUNK,DATE
residency programs,have,component,NOUN_CHUNK,NOUN_CHUNK
Neurosurgeons,pursue,additional training,NOUN_CHUNK,NOUN_CHUNK
fellowships,include,pediatric neurosurgery,NOUN_CHUNK,NOUN_CHUNK
students,gain,entry,NOUN_CHUNK,NOUN_CHUNK
MBBS qualification,takes,four to six years,NOUN_CHUNK,DATE
Al-Zahrawi,performed,surgical treatments,PERSON,NOUN_CHUNK
Richard Canton,discovered,electrical signals,PERSON,NOUN_CHUNK
researcher Philip Kennedy,implanted,Brain Computer Interface,NOUN_CHUNK,NOUN_CHUNK
Modern neurosurgical tools,include,chisels,NOUN_CHUNK,NOUN_CHUNK
The World Federation of Neurosurgical Societies,has,consultative status,ORG,NOUN_CHUNK
General neurosurgery,involves,neurosurgical conditions,NOUN_CHUNK,NOUN_CHUNK
level 1 hospitals,have,kind,NOUN_CHUNK,NOUN_CHUNK
Common tissue samples,include,muscle fibers,NOUN_CHUNK,NOUN_CHUNK
Neuroradiology methods,include,computer assisted imaging computed tomography,NOUN_CHUNK,NOUN_CHUNK
Minimally invasive spine surgery,utilizes,microscopes,NOUN_CHUNK,NOUN_CHUNK
Endovascular surgical neuroradiology,utilize,endovascular image guided procedures,NOUN_CHUNK,NOUN_CHUNK
indications,include,spinal cord compression,NOUN_CHUNK,NOUN_CHUNK
patients,have,difficulty,NOUN_CHUNK,NOUN_CHUNK
Radiology,assisted,spine surgery,NOUN_CHUNK,NOUN_CHUNK
Radiology,include,techniques,NOUN_CHUNK,NOUN_CHUNK
Potentially unstable spines,need,spine fusions,NOUN_CHUNK,NOUN_CHUNK
procedures,include,complex instrumentation,NOUN_CHUNK,NOUN_CHUNK
Gabapentin,decrease,vomiting,NOUN_CHUNK,NOUN_CHUNK
origins,found in,a few thousand years BC,NOUN_CHUNK,DATE
FOVS,offers,MSc PhD degrees,NOUN_CHUNK,NOUN_CHUNK
The Ghana Optometric Association,regulates,practice,ORG,NOUN_CHUNK
new optometrist,write,qualifying exam,NOUN_CHUNK,NOUN_CHUNK
University of Ulster,supporting,partners,ORG,NOUN_CHUNK
Dublin Institute of Technology,offers,years,ORG,NOUN_CHUNK
the Ministry of Health,accepted,Optometry,ORG,ORG
The Optometrists Board of the Supplementary Medical Professions Council,regulates,profession,ORG,NOUN_CHUNK
the Wenzhou Medical University,runs,optometry school,ORG,NOUN_CHUNK
the Wenzhou Medical University,produces,35,ORG,NOUN_CHUNK
Optometrists,join,tiered service delivery level,NOUN_CHUNK,NOUN_CHUNK
Isra University Lahore,launched,OD,ORG,NOUN_CHUNK
Isra University,launched,Doctor of Optometry Program,ORG,ORG
Professional organizations,include,Optometric Association of Philippines,NOUN_CHUNK,ORG
Tertiary education,takes,3 years,NOUN_CHUNK,DATE
Hellenic Ministry of Education,founded,department,ORG,NOUN_CHUNK
Professor Ioannis Pallikaris,received,numerous awards,NOUN_CHUNK,NOUN_CHUNK
Professor Ioannis Pallikaris,performed,LASIK procedure,NOUN_CHUNK,NOUN_CHUNK
optometrist,complete,year degree,NOUN_CHUNK,NOUN_CHUNK
A.O.I.,runs,comprehensive continuing education,NOUN_CHUNK,NOUN_CHUNK
Members,use,suffix,NOUN_CHUNK,NOUN_CHUNK
The National Health Service,provides,free sight tests,ORG,NOUN_CHUNK
elderly,get,free periodic tests,NOUN_CHUNK,NOUN_CHUNK
Twelve universities,offer,Optometry,CARDINAL,ORG
Doctors of Optometry,complete,four years,ORG,DATE
Canada,recognizes,degrees,GPE,NOUN_CHUNK
Doctors of Optometry,write,national written practical board exams,ORG,NOUN_CHUNK
Optometrists,provide,optical medical eye care,NOUN_CHUNK,NOUN_CHUNK
Optometrists,provide,comprehensive optical medical eye care,NOUN_CHUNK,NOUN_CHUNK
Optometrists,manage,vision development,NOUN_CHUNK,NOUN_CHUNK
Optometrists,prescribe,topical medication,NOUN_CHUNK,NOUN_CHUNK
Common eye conditions,include,infections,NOUN_CHUNK,NOUN_CHUNK
Optometrists,complete,course work,NOUN_CHUNK,NOUN_CHUNK
Doctors,complete,four years,NOUN_CHUNK,DATE
Training,takes,place,NOUN_CHUNK,NOUN_CHUNK
CBOO Brazilian Council,represents,Brazilian optometrists,NOUN_CHUNK,NORP
the Colombian Government,set,rules,ORG,NOUN_CHUNK
La Salle University,opened,La Salle University first Faculty,ORG,ORG
11th ADA,recognized,dental specialty,NOUN_CHUNK,NOUN_CHUNK
Thomas E Bond,authored,book,PERSON,NOUN_CHUNK
aspect,managing,dental oral condition,NOUN_CHUNK,NOUN_CHUNK
individuals,is,lump,NOUN_CHUNK,NOUN_CHUNK
Multiple lesions,suggest,infective developmental aetiology,NOUN_CHUNK,NOUN_CHUNK
the University of Toronto,offer,programs,ORG,NOUN_CHUNK
residents,combine,oral medicine programs,NOUN_CHUNK,NOUN_CHUNK
the Australian Dental Council,defines,oral medicine,ORG,NOUN_CHUNK
UK oral medicine specialists,have,dual qualification,NOUN_CHUNK,NOUN_CHUNK
an American Dental Association,started,dental practice parameters,ORG,NOUN_CHUNK
Organs,include,heart,NOUN_CHUNK,NOUN_CHUNK
Transplantation,raises,number,NOUN_CHUNK,NOUN_CHUNK
donor,transplanted into,"The ""Good Samaritan"" kidney",NOUN_CHUNK,WORK_OF_ART
Johns Hopkins Medical Center,received,significant attention,ORG,NOUN_CHUNK
Hand,see,recipient,NOUN_CHUNK,NOUN_CHUNK
Cornea,see,ophthalmologist Eduard Zirm,NOUN_CHUNK,NOUN_CHUNK
deceased organ donors,have,inferior outcomes,NOUN_CHUNK,NOUN_CHUNK
woman,had,uterus,NOUN_CHUNK,NOUN_CHUNK
uterus,sustained,pregnancy,NOUN_CHUNK,NOUN_CHUNK
UNOS,handled by,donor cornea tissue,ORG,NOUN_CHUNK
UNOS,allocates,organs,ORG,NOUN_CHUNK
American teenager,received,heart lung donation,NOUN_CHUNK,NOUN_CHUNK
Kidney disease organizations,expressed,Kidney disease organizations,NOUN_CHUNK,NOUN_CHUNK
donors,get,money,NOUN_CHUNK,NOUN_CHUNK
Iran,had,legal market,GPE,NOUN_CHUNK
About 100 people,sold,About 100 people,CARDINAL,CARDINAL
2010 police,closed,fertility clinic,DATE,NOUN_CHUNK
sort,violates,laws,NOUN_CHUNK,NOUN_CHUNK
certain authorities,been,organs,NOUN_CHUNK,NOUN_CHUNK
Cadaveric donors,represent,35%,ORG,PERCENT
Muslim authorities,accept,practice,NOUN_CHUNK,NOUN_CHUNK
China's transplant programme,attracted,attention,GPE,NOUN_CHUNK
different groups,express,definite interest,NOUN_CHUNK,NOUN_CHUNK
Indian surgeon,attributed,mechanism,NOUN_CHUNK,NOUN_CHUNK
Sushruta,work,De Curtorum Chirurgia,NOUN_CHUNK,WORK_OF_ART
Carrel,performed,transplant experiments,PERSON,NOUN_CHUNK
transplant recipients,survive,more than 30 days,NOUN_CHUNK,DATE
Peter Medawar,improved,understanding,PERSON,NOUN_CHUNK
Christiaan Barnard,achieved on,world human human heart transplant,PERSON,NOUN_CHUNK
media interest,prompted,spate,NOUN_CHUNK,NOUN_CHUNK
surgical pioneer Denton Cooley,performed,17 transplants,NOUN_CHUNK,CARDINAL
successful deceased donor lung transplant,took,place,NOUN_CHUNK,NOUN_CHUNK
head surgeon,credited,patient recovery,NOUN_CHUNK,NOUN_CHUNK
kidney,purchased in,"more than $10,000",NOUN_CHUNK,MONEY
Regulations,include,criteria,NOUN_CHUNK,NOUN_CHUNK
countries,implemented,legislative reactions,NOUN_CHUNK,NOUN_CHUNK
The Transplant Ethics Committee,approve,living donor kidney transplants,ORG,NOUN_CHUNK
economist Alex Tabarrok,examined,impact,NOUN_CHUNK,NOUN_CHUNK
Alcohol consumption,increases,risk,NOUN_CHUNK,NOUN_CHUNK
Obese individuals,have,increased risk,NOUN_CHUNK,NOUN_CHUNK
Certain infectious agents,cause,cancer,NOUN_CHUNK,NOUN_CHUNK
Blood investigations,include,lactate dehydrogenase,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,radiation,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,radiation,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,chemotherapy,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,chemotherapy,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Treatment options,include,surgery,NOUN_CHUNK,NOUN_CHUNK
Lymphoma,includes,Hodgkin lymphoma,NOUN_CHUNK,NOUN_CHUNK
Acute leukemias,includes,acute lymphoblastic leukemia,NOUN_CHUNK,NOUN_CHUNK
Chronic leukemias,include,chronic lymphocytic leukemia,NOUN_CHUNK,NOUN_CHUNK
Certain techniques,show,metabolism,NOUN_CHUNK,NOUN_CHUNK
increased physiological function,mean,increased concentration,NOUN_CHUNK,NOUN_CHUNK
benefit,exposure,procedure,NOUN_CHUNK,NOUN_CHUNK
Pre - imaging preparations,include,dietary preparation,NOUN_CHUNK,NOUN_CHUNK
array,represent,time sequence,NOUN_CHUNK,NOUN_CHUNK
history,contains,contributions,NOUN_CHUNK,NOUN_CHUNK
historians,consider,discovery,NOUN_CHUNK,NOUN_CHUNK
Taro Takemi,studied,application,PERSON,NOUN_CHUNK
versions,have,254 scintillators,NOUN_CHUNK,CARDINAL
American Medical Association,recognized,Nuclear Medicine,ORG,ORG
recent developments,include,invention,NOUN_CHUNK,NOUN_CHUNK
studies,require,labeling,NOUN_CHUNK,NOUN_CHUNK
diagnostic radionuclides,emit,gamma rays,NOUN_CHUNK,NOUN_CHUNK
radiopharmaceutical,used,distribution,NOUN_CHUNK,NOUN_CHUNK
common bone scan,has,effective dose,NOUN_CHUNK,NOUN_CHUNK
Patients,seek,treatment,NOUN_CHUNK,NOUN_CHUNK
ENT surgery,encompasses,surgical management,ORG,NOUN_CHUNK
trainees,complete,at least five years,NOUN_CHUNK,DATE
practitioners,complete,year residency training,NOUN_CHUNK,NOUN_CHUNK
Fellowships,include,head,NOUN_CHUNK,NOUN_CHUNK
Otitis,externa,ear ear canal inflammation,ORG,NOUN_CHUNK
Rhinology,includes,nasal dysfunction,NOUN_CHUNK,NOUN_CHUNK
surgeon,harvests,muscle,NOUN_CHUNK,NOUN_CHUNK
5 gracilis vascular pedicle,comprised,muscular branch,NOUN_CHUNK,NOUN_CHUNK
donor submental artery,provided,excellent size match,NOUN_CHUNK,NOUN_CHUNK
following outline,encompasses,variety,NOUN_CHUNK,NOUN_CHUNK
Neuroscience,includes,disciplines,NOUN_CHUNK,NOUN_CHUNK
William Harvey,describes,blood circulation,PERSON,NOUN_CHUNK
Louis Pasteur,founded,bacteriology,PERSON,NOUN_CHUNK
accidental discovery,Alexander Fleming,field,NOUN_CHUNK,NOUN_CHUNK
Christiaan Barnard,performed,heart transplant,PERSON,NOUN_CHUNK
NLM,contains,resources,ORG,NOUN_CHUNK
Massachusetts General Hospital,views,demonstration,ORG,NOUN_CHUNK
event,marked,beginning,NOUN_CHUNK,NOUN_CHUNK
U.S. President Grover Cleveland,chose,Dr. Hasbrouck,GPE,NOUN_CHUNK
Dr. Varaztad Kazanjian,pioneered,plastic surgery,NOUN_CHUNK,NOUN_CHUNK
Wald,made,advances,PERSON,NOUN_CHUNK
D.M.D.,represent,education,NOUN_CHUNK,NOUN_CHUNK
Oral maxillofacial surgery,requires,four to six years,NOUN_CHUNK,DATE
four-year residency programs,grant,certificate,DATE,NOUN_CHUNK
Six-year residency programs,grant,specialty certificate,DATE,NOUN_CHUNK
programs,integrate,additional degree,NOUN_CHUNK,NOUN_CHUNK
MDCM).After completion,undertake,final specialty examinations,NOUN_CHUNK,NOUN_CHUNK
"FRCDC"".Some colleges",offer,membership,ORG,NOUN_CHUNK
single dual qualified oral maxillofacial surgeons,obtain,fellowship,NOUN_CHUNK,NOUN_CHUNK
single dual qualified graduates,pursue,post - residency sub specialty fellowships,NOUN_CHUNK,NOUN_CHUNK
number,provide,humanitarian oral maxillofacial surgery,NOUN_CHUNK,NOUN_CHUNK
publishers,delay,release,NOUN_CHUNK,NOUN_CHUNK
the British Library,announced,support,ORG,NOUN_CHUNK
process,reveal,errors,NOUN_CHUNK,NOUN_CHUNK
publishers,provide,PDF,NOUN_CHUNK,NOUN_CHUNK
system,provides,search capability,NOUN_CHUNK,NOUN_CHUNK
randomised trial,found,increase,NOUN_CHUNK,NOUN_CHUNK
